 10  21  10  12  12  13   7   6   7   9  0.044220    107/107     RandomExcursionsVariant
 12  16  14  10  12  14   8  11   3   7  0.125927    107/107     RandomExcursionsVariant
 15  12  11  17  12   8  10   8   8   6  0.268917    106/107     RandomExcursionsVariant
 14  13  12  12  15   8   9   7  10   7  0.524101    106/107     RandomExcursionsVariant
110 104  89 104  90 100  84 117 100 102  0.435430    989/1000    Serial
111 103  83 103  98  92 119 102  98  91  0.395940    993/1000    Serial
 97  96  96  91  99 104  97 111 112  97  0.896345    991/1000    LinearComplexity


- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
The minimum pass rate for each statistical test with the exception of the
random excursion (variant) test is approximately = 980 for a
sample size = 1000 binary sequences.

The minimum pass rate for the random excursion (variant) test
is approximately = 102 for a sample size = 107 binary sequences.

For further guidelines construct a probability table using the MAPLE program
provided in the addendum section of the documentation.
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
